,assay_plate_barcode,num_features,dropout,n_columns,sphering,percent_replicating,percent_matching
8,CP_Broad_Phenix_NC_BIN1_1Plane_P4,252,"('Cells', 'Cytoplasm')",1184,True,57.77777777777777,23.25581395348837
9,CP_Broad_Phenix_NC_BIN1_1Plane_P4,252,"('Cells', 'Cytoplasm')",1184,False,46.66666666666666,16.27906976744186
10,CP_Broad_Phenix_NC_BIN1_1Plane_P4,259,"('Nuclei', 'Cells')",1176,True,51.11111111111111,18.6046511627907
11,CP_Broad_Phenix_NC_BIN1_1Plane_P4,259,"('Nuclei', 'Cells')",1176,False,41.11111111111111,16.27906976744186
12,CP_Broad_Phenix_NC_BIN1_1Plane_P4,269,"('Nuclei', 'Cytoplasm')",1191,True,56.66666666666666,16.27906976744186
13,CP_Broad_Phenix_NC_BIN1_1Plane_P4,269,"('Nuclei', 'Cytoplasm')",1191,False,37.77777777777778,20.930232558139537
14,CP_Broad_Phenix_NC_BIN1_1Plane_P4,13,"('Nuclei', 'Cells', 'Cytoplasm')",13,True,0.0,0.0
15,CP_Broad_Phenix_NC_BIN1_1Plane_P4,13,"('Nuclei', 'Cells', 'Cytoplasm')",13,False,0.0,0.0
0,CP_Broad_Phenix_NC_BIN1_1Plane_P1,571,(),3529,True,56.66666666666666,20.930232558139537
1,CP_Broad_Phenix_NC_BIN1_1Plane_P1,571,(),3529,False,31.11111111111111,18.6046511627907
2,CP_Broad_Phenix_NC_BIN1_1Plane_P1,430,"('Cytoplasm',)",2364,True,56.66666666666666,18.6046511627907
3,CP_Broad_Phenix_NC_BIN1_1Plane_P1,430,"('Cytoplasm',)",2364,False,32.22222222222222,13.953488372093023
4,CP_Broad_Phenix_NC_BIN1_1Plane_P1,388,"('Nuclei',)",2355,True,55.55555555555556,18.6046511627907
5,CP_Broad_Phenix_NC_BIN1_1Plane_P1,388,"('Nuclei',)",2355,False,30.0,9.30232558139535
6,CP_Broad_Phenix_NC_BIN1_1Plane_P1,471,"('Cells',)",2348,True,60.0,20.930232558139537
7,CP_Broad_Phenix_NC_BIN1_1Plane_P1,471,"('Cells',)",2348,False,33.33333333333333,11.627906976744184
8,CP_Broad_Phenix_NC_BIN1_1Plane_P1,259,"('Cells', 'Cytoplasm')",1184,True,56.66666666666666,18.6046511627907
9,CP_Broad_Phenix_NC_BIN1_1Plane_P1,259,"('Cells', 'Cytoplasm')",1184,False,40.0,20.930232558139537
10,CP_Broad_Phenix_NC_BIN1_1Plane_P1,252,"('Nuclei', 'Cells')",1176,True,54.44444444444444,16.27906976744186
11,CP_Broad_Phenix_NC_BIN1_1Plane_P1,252,"('Nuclei', 'Cells')",1176,False,27.77777777777778,13.953488372093023
12,CP_Broad_Phenix_NC_BIN1_1Plane_P1,247,"('Nuclei', 'Cytoplasm')",1191,True,55.55555555555556,18.6046511627907
13,CP_Broad_Phenix_NC_BIN1_1Plane_P1,247,"('Nuclei', 'Cytoplasm')",1191,False,28.88888888888889,11.627906976744184
14,CP_Broad_Phenix_NC_BIN1_1Plane_P1,13,"('Nuclei', 'Cells', 'Cytoplasm')",13,True,0.0,0.0
15,CP_Broad_Phenix_NC_BIN1_1Plane_P1,13,"('Nuclei', 'Cells', 'Cytoplasm')",13,False,0.0,0.0
0,CP_Broad_Phenix_NC_BIN1_1Plane_P3,556,(),3529,True,56.66666666666666,16.27906976744186
1,CP_Broad_Phenix_NC_BIN1_1Plane_P3,556,(),3529,False,47.77777777777778,13.953488372093023
2,CP_Broad_Phenix_NC_BIN1_1Plane_P3,433,"('Cytoplasm',)",2364,True,60.0,18.6046511627907
3,CP_Broad_Phenix_NC_BIN1_1Plane_P3,433,"('Cytoplasm',)",2364,False,44.44444444444444,13.953488372093023
4,CP_Broad_Phenix_NC_BIN1_1Plane_P3,376,"('Nuclei',)",2355,True,52.22222222222223,20.930232558139537
5,CP_Broad_Phenix_NC_BIN1_1Plane_P3,376,"('Nuclei',)",2355,False,50.0,9.30232558139535
6,CP_Broad_Phenix_NC_BIN1_1Plane_P3,444,"('Cells',)",2348,True,56.66666666666666,16.27906976744186
7,CP_Broad_Phenix_NC_BIN1_1Plane_P3,444,"('Cells',)",2348,False,42.22222222222222,11.627906976744184
8,CP_Broad_Phenix_NC_BIN1_1Plane_P3,253,"('Cells', 'Cytoplasm')",1184,True,52.22222222222223,18.6046511627907
9,CP_Broad_Phenix_NC_BIN1_1Plane_P3,253,"('Cells', 'Cytoplasm')",1184,False,45.55555555555556,16.27906976744186
10,CP_Broad_Phenix_NC_BIN1_1Plane_P3,238,"('Nuclei', 'Cells')",1176,True,52.22222222222223,13.953488372093023
11,CP_Broad_Phenix_NC_BIN1_1Plane_P3,238,"('Nuclei', 'Cells')",1176,False,38.88888888888889,11.627906976744184
12,CP_Broad_Phenix_NC_BIN1_1Plane_P3,254,"('Nuclei', 'Cytoplasm')",1191,True,51.11111111111111,16.27906976744186
13,CP_Broad_Phenix_NC_BIN1_1Plane_P3,254,"('Nuclei', 'Cytoplasm')",1191,False,40.0,9.30232558139535
14,CP_Broad_Phenix_NC_BIN1_1Plane_P3,13,"('Nuclei', 'Cells', 'Cytoplasm')",13,True,0.0,0.0
15,CP_Broad_Phenix_NC_BIN1_1Plane_P3,13,"('Nuclei', 'Cells', 'Cytoplasm')",13,False,0.0,0.0
0,CP_Broad_Phenix_NC_BIN1_1Plane_P2,611,(),3529,True,57.77777777777777,23.25581395348837
1,CP_Broad_Phenix_NC_BIN1_1Plane_P2,611,(),3529,False,37.77777777777778,18.6046511627907
2,CP_Broad_Phenix_NC_BIN1_1Plane_P2,444,"('Cytoplasm',)",2364,True,55.55555555555556,25.58139534883721
3,CP_Broad_Phenix_NC_BIN1_1Plane_P2,444,"('Cytoplasm',)",2364,False,38.88888888888889,11.627906976744184
4,CP_Broad_Phenix_NC_BIN1_1Plane_P2,439,"('Nuclei',)",2355,True,55.55555555555556,20.930232558139537
5,CP_Broad_Phenix_NC_BIN1_1Plane_P2,439,"('Nuclei',)",2355,False,32.22222222222222,11.627906976744184
6,CP_Broad_Phenix_NC_BIN1_1Plane_P2,489,"('Cells',)",2348,True,54.44444444444444,23.25581395348837
7,CP_Broad_Phenix_NC_BIN1_1Plane_P2,489,"('Cells',)",2348,False,46.66666666666666,16.27906976744186
8,CP_Broad_Phenix_NC_BIN1_1Plane_P2,253,"('Cells', 'Cytoplasm')",1184,True,55.55555555555556,25.58139534883721
9,CP_Broad_Phenix_NC_BIN1_1Plane_P2,253,"('Cells', 'Cytoplasm')",1184,False,46.66666666666666,20.930232558139537
10,CP_Broad_Phenix_NC_BIN1_1Plane_P2,276,"('Nuclei', 'Cells')",1176,True,48.888888888888886,16.27906976744186
11,CP_Broad_Phenix_NC_BIN1_1Plane_P2,276,"('Nuclei', 'Cells')",1176,False,41.11111111111111,13.953488372093023
12,CP_Broad_Phenix_NC_BIN1_1Plane_P2,268,"('Nuclei', 'Cytoplasm')",1191,True,51.11111111111111,23.25581395348837
13,CP_Broad_Phenix_NC_BIN1_1Plane_P2,268,"('Nuclei', 'Cytoplasm')",1191,False,31.11111111111111,11.627906976744184
14,CP_Broad_Phenix_NC_BIN1_1Plane_P2,13,"('Nuclei', 'Cells', 'Cytoplasm')",13,True,0.0,0.0
15,CP_Broad_Phenix_NC_BIN1_1Plane_P2,13,"('Nuclei', 'Cells', 'Cytoplasm')",13,False,0.0,0.0
0,Plate3_PCO_6ch_4site_10XPA_Crestz,405,(),4349,True,66.66666666666666,23.25581395348837
1,Plate3_PCO_6ch_4site_10XPA_Crestz,405,(),4349,False,52.22222222222223,20.930232558139537
2,Plate3_PCO_6ch_4site_10XPA_Crestz,316,"('Cytoplasm',)",2910,True,66.66666666666666,23.25581395348837
3,Plate3_PCO_6ch_4site_10XPA_Crestz,316,"('Cytoplasm',)",2910,False,51.11111111111111,20.930232558139537
4,Plate3_PCO_6ch_4site_10XPA_Crestz,294,"('Nuclei',)",2903,True,64.44444444444444,23.25581395348837
5,Plate3_PCO_6ch_4site_10XPA_Crestz,294,"('Nuclei',)",2903,False,52.22222222222223,20.930232558139537
6,Plate3_PCO_6ch_4site_10XPA_Crestz,356,"('Cells',)",2896,True,66.66666666666666,20.930232558139537
7,Plate3_PCO_6ch_4site_10XPA_Crestz,356,"('Cells',)",2896,False,52.22222222222223,20.930232558139537
8,Plate3_PCO_6ch_4site_10XPA_Crestz,178,"('Cells', 'Cytoplasm')",1457,True,66.66666666666666,23.25581395348837
9,Plate3_PCO_6ch_4site_10XPA_Crestz,178,"('Cells', 'Cytoplasm')",1457,False,56.66666666666666,18.6046511627907
10,Plate3_PCO_6ch_4site_10XPA_Crestz,229,"('Nuclei', 'Cells')",1450,True,64.44444444444444,20.930232558139537
11,Plate3_PCO_6ch_4site_10XPA_Crestz,229,"('Nuclei', 'Cells')",1450,False,54.44444444444444,18.6046511627907
